,N,trial_length
../DATA/processed/022pre_trial47.csv,3,5.496
../DATA/processed/016post_trial57.csv,3,5.488
../DATA/processed/024pre_trial17.csv,0,5.492
../DATA/processed/008post_trial32.csv,3,5.492
../DATA/processed/013pre_trial56.csv,5,5.498
../DATA/processed/015post_trial35.csv,9,5.494
../DATA/processed/012post_trial33.csv,4,5.494
../DATA/processed/009pre_trial43.csv,8,5.486
../DATA/processed/002post_trial25.csv,8,5.494
../DATA/processed/021post_trial9.csv,10,5.5
../DATA/processed/014pre_trial3.csv,5,5.496
../DATA/processed/024pre_trial15.csv,14,5.5
../DATA/processed/022post_trial6.csv,13,5.498
../DATA/processed/004pre_trial7.csv,7,5.498
../DATA/processed/005pre_trial12.csv,15,5.498
../DATA/processed/022post_trial26.csv,6,5.49
../DATA/processed/012post_trial4.csv,3,5.488
../DATA/processed/003pre_trial28.csv,2,5.5
../DATA/processed/015pre_trial40.csv,3,5.49
../DATA/processed/003pre_trial37.csv,2,5.492
../DATA/processed/008pre_trial6.csv,5,5.494
../DATA/processed/020pre_trial41.csv,14,5.488
../DATA/processed/026pre_trial54.csv,8,5.49
../DATA/processed/001pre_trial28.csv,5,5.492
../DATA/processed/012post_trial35.csv,4,5.494
../DATA/processed/020post_trial43.csv,8,5.5
../DATA/processed/016pre_trial18.csv,3,5.498
../DATA/processed/014post_trial46.csv,6,5.494
../DATA/processed/003pre_trial17.csv,2,5.488
../DATA/processed/024post_trial24.csv,7,5.496
../DATA/processed/003pre_trial6.csv,6,5.498
../DATA/processed/017pre_trial12.csv,6,5.492
../DATA/processed/026post_trial15.csv,6,5.49
../DATA/processed/008pre_trial22.csv,9,5.5
../DATA/processed/022post_trial4.csv,6,5.5
../DATA/processed/002post_trial19.csv,8,5.496
../DATA/processed/014post_trial4.csv,8,5.492
../DATA/processed/025post_trial10.csv,1,5.49
../DATA/processed/001post_trial53.csv,4,5.498
../DATA/processed/004post_trial16.csv,5,5.494
../DATA/processed/021post_trial12.csv,8,5.486
../DATA/processed/005pre_trial45.csv,8,5.494
../DATA/processed/003post_trial37.csv,3,5.5
../DATA/processed/006pre_trial43.csv,6,5.49
../DATA/processed/026post_trial57.csv,5,5.488
../DATA/processed/003post_trial3.csv,1,5.494
../DATA/processed/009pre_trial14.csv,4,5.496
../DATA/processed/021pre_trial48.csv,6,5.5
../DATA/processed/015post_trial9.csv,10,5.49
../DATA/processed/002post_trial16.csv,7,5.5
../DATA/processed/005post_trial6.csv,15,5.488
../DATA/processed/005post_trial40.csv,13,5.49
../DATA/processed/013pre_trial39.csv,3,5.498
../DATA/processed/022pre_trial26.csv,13,5.488
../DATA/processed/015post_trial26.csv,15,5.496
../DATA/processed/024pre_trial36.csv,13,5.5
../DATA/processed/015post_trial59.csv,10,5.494
../DATA/processed/008pre_trial11.csv,9,5.486
../DATA/processed/008pre_trial38.csv,8,5.486
../DATA/processed/016pre_trial24.csv,3,5.486
../DATA/processed/019pre_trial57.csv,10,5.486
../DATA/processed/020post_trial48.csv,4,5.498
../DATA/processed/001post_trial44.csv,4,5.5
../DATA/processed/001pre_trial44.csv,1,5.49
../DATA/processed/005pre_trial52.csv,13,5.5
../DATA/processed/014pre_trial45.csv,8,5.488
../DATA/processed/021pre_trial13.csv,8,5.5
../DATA/processed/017post_trial13.csv,6,5.498
../DATA/processed/023pre_trial50.csv,7,5.498
../DATA/processed/002pre_trial49.csv,7,5.492
../DATA/processed/008post_trial53.csv,9,5.5
../DATA/processed/026post_trial3.csv,4,5.49
../DATA/processed/002pre_trial35.csv,4,5.488
../DATA/processed/001pre_trial1.csv,4,5.492
../DATA/processed/015post_trial33.csv,6,5.502
../DATA/processed/001pre_trial51.csv,3,5.492
../DATA/processed/020pre_trial49.csv,12,5.49
../DATA/processed/020pre_trial31.csv,14,5.5
../DATA/processed/004post_trial26.csv,5,5.5
../DATA/processed/022post_trial50.csv,6,5.492
../DATA/processed/014pre_trial42.csv,7,5.496
../DATA/processed/014pre_trial5.csv,7,5.494
../DATA/processed/016post_trial11.csv,3,5.5
../DATA/processed/013pre_trial12.csv,6,5.488
../DATA/processed/015pre_trial36.csv,13,5.498
../DATA/processed/023post_trial21.csv,10,5.494
../DATA/processed/019post_trial37.csv,12,5.488
../DATA/processed/019post_trial23.csv,4,5.488
../DATA/processed/026post_trial51.csv,7,5.5
../DATA/processed/002pre_trial16.csv,6,5.488
../DATA/processed/023pre_trial59.csv,7,5.5
../DATA/processed/017pre_trial11.csv,4,5.5
../DATA/processed/022post_trial19.csv,7,5.49
../DATA/processed/020post_trial15.csv,6,5.496
../DATA/processed/023post_trial15.csv,9,5.498
../DATA/processed/024post_trial20.csv,16,5.498
../DATA/processed/009post_trial29.csv,7,5.492
../DATA/processed/009post_trial50.csv,3,5.49
../DATA/processed/020pre_trial40.csv,5,5.5
../DATA/processed/007pre_trial15.csv,9,5.5
../DATA/processed/002pre_trial19.csv,9,5.49
../DATA/processed/023pre_trial20.csv,8,5.488
../DATA/processed/015post_trial5.csv,2,5.492
../DATA/processed/017post_trial0.csv,4,5.496
../DATA/processed/008pre_trial21.csv,12,5.488
../DATA/processed/014pre_trial4.csv,8,5.49
../DATA/processed/001post_trial25.csv,1,5.5
../DATA/processed/001post_trial28.csv,5,5.494
../DATA/processed/015pre_trial26.csv,5,5.498
../DATA/processed/017post_trial57.csv,1,5.498
../DATA/processed/005post_trial43.csv,22,5.494
../DATA/processed/006pre_trial21.csv,5,5.5
../DATA/processed/026pre_trial37.csv,6,5.5
../DATA/processed/022post_trial16.csv,9,5.494
../DATA/processed/004pre_trial29.csv,0,5.492
../DATA/processed/025post_trial21.csv,9,5.496
../DATA/processed/004post_trial17.csv,5,5.498
../DATA/processed/007pre_trial37.csv,11,5.5
../DATA/processed/008post_trial26.csv,7,5.494
../DATA/processed/014post_trial18.csv,4,5.496
../DATA/processed/017post_trial8.csv,6,5.494
../DATA/processed/019pre_trial51.csv,13,5.5
../DATA/processed/021pre_trial14.csv,7,5.49
../DATA/processed/006pre_trial2.csv,4,5.492
../DATA/processed/009pre_trial26.csv,2,5.498
../DATA/processed/022pre_trial43.csv,12,5.494
../DATA/processed/025post_trial32.csv,3,5.494
../DATA/processed/021post_trial50.csv,7,5.492
../DATA/processed/004post_trial59.csv,10,5.486
../DATA/processed/006post_trial42.csv,3,5.5
../DATA/processed/015post_trial18.csv,3,5.498
../DATA/processed/008post_trial39.csv,7,5.5
../DATA/processed/014post_trial24.csv,8,5.49
../DATA/processed/015pre_trial44.csv,3,5.496
../DATA/processed/008pre_trial27.csv,9,5.496
../DATA/processed/005post_trial1.csv,9,5.492
../DATA/processed/025pre_trial17.csv,9,5.494
../DATA/processed/006post_trial9.csv,4,5.502
../DATA/processed/022pre_trial10.csv,13,5.492
../DATA/processed/025post_trial42.csv,8,5.492
../DATA/processed/015pre_trial22.csv,9,5.498
../DATA/processed/016pre_trial44.csv,5,5.488
../DATA/processed/024post_trial11.csv,10,5.494
../DATA/processed/009post_trial2.csv,2,5.49
../DATA/processed/001post_trial2.csv,7,5.496
../DATA/processed/025pre_trial59.csv,17,5.488
../DATA/processed/023post_trial29.csv,7,5.488
../DATA/processed/026pre_trial43.csv,10,5.5
../DATA/processed/003pre_trial10.csv,3,5.5
../DATA/processed/008post_trial20.csv,2,5.498
../DATA/processed/004post_trial28.csv,8,5.498
../DATA/processed/008post_trial58.csv,5,5.49
../DATA/processed/012post_trial37.csv,10,5.498
../DATA/processed/008post_trial50.csv,7,5.492
../DATA/processed/015post_trial11.csv,4,5.5
../DATA/processed/023pre_trial0.csv,7,5.492
../DATA/processed/009pre_trial37.csv,8,5.496
../DATA/processed/008post_trial41.csv,6,5.488
../DATA/processed/021post_trial1.csv,5,5.494
../DATA/processed/003post_trial35.csv,1,5.488
../DATA/processed/025post_trial0.csv,1,5.486
../DATA/processed/001pre_trial40.csv,5,5.498
../DATA/processed/025pre_trial2.csv,6,5.498
../DATA/processed/014post_trial11.csv,9,5.49
../DATA/processed/009post_trial12.csv,3,5.502
../DATA/processed/001post_trial33.csv,3,5.502
../DATA/processed/015pre_trial23.csv,8,5.49
../DATA/processed/005post_trial42.csv,20,5.492
../DATA/processed/016pre_trial14.csv,2,5.49
../DATA/processed/023post_trial25.csv,7,5.5
../DATA/processed/023pre_trial39.csv,9,5.498
../DATA/processed/005post_trial2.csv,17,5.496
../DATA/processed/020post_trial33.csv,9,5.49
../DATA/processed/001post_trial5.csv,2,5.488
../DATA/processed/025post_trial8.csv,1,5.498
../DATA/processed/004post_trial6.csv,4,5.492
../DATA/processed/006pre_trial6.csv,6,5.49
../DATA/processed/020post_trial35.csv,6,5.49
../DATA/processed/012post_trial2.csv,2,5.488
../DATA/processed/026pre_trial38.csv,6,5.494
../DATA/processed/017pre_trial55.csv,9,5.498
../DATA/processed/026pre_trial36.csv,4,5.49
../DATA/processed/003pre_trial59.csv,4,5.502
../DATA/processed/015pre_trial2.csv,1,5.494
../DATA/processed/025post_trial6.csv,10,5.5
../DATA/processed/008post_trial52.csv,8,5.498
../DATA/processed/023pre_trial21.csv,8,5.49
../DATA/processed/022pre_trial16.csv,8,5.494
../DATA/processed/023pre_trial6.csv,13,5.49
../DATA/processed/001post_trial10.csv,4,5.488
../DATA/processed/023pre_trial54.csv,8,5.5
../DATA/processed/005pre_trial23.csv,17,5.496
../DATA/processed/007pre_trial27.csv,7,5.5
../DATA/processed/016post_trial58.csv,2,5.498
../DATA/processed/005pre_trial16.csv,12,5.49
../DATA/processed/013post_trial57.csv,3,5.492
../DATA/processed/017post_trial36.csv,7,5.5
../DATA/processed/023pre_trial29.csv,9,5.492
../DATA/processed/015pre_trial21.csv,7,5.494
../DATA/processed/006post_trial8.csv,2,5.486
../DATA/processed/020pre_trial33.csv,7,5.488
../DATA/processed/017post_trial55.csv,2,5.496
../DATA/processed/016post_trial4.csv,3,5.494
../DATA/processed/024post_trial39.csv,9,5.498
../DATA/processed/019post_trial38.csv,9,5.496
../DATA/processed/004pre_trial27.csv,5,5.494
../DATA/processed/006post_trial26.csv,4,5.486
../DATA/processed/005post_trial32.csv,19,5.488
../DATA/processed/025pre_trial23.csv,9,5.49
../DATA/processed/023post_trial59.csv,7,5.494
../DATA/processed/008pre_trial14.csv,6,5.5
../DATA/processed/002post_trial23.csv,2,5.49
../DATA/processed/021post_trial19.csv,6,5.49
../DATA/processed/019pre_trial0.csv,5,5.494
../DATA/processed/022post_trial38.csv,8,5.488
../DATA/processed/017post_trial17.csv,4,5.496
../DATA/processed/020post_trial25.csv,9,5.496
../DATA/processed/025post_trial41.csv,7,5.498
../DATA/processed/023post_trial2.csv,9,5.496
../DATA/processed/017post_trial3.csv,4,5.494
../DATA/processed/003post_trial12.csv,3,5.496
../DATA/processed/001pre_trial45.csv,4,5.5
../DATA/processed/007pre_trial40.csv,5,5.492
../DATA/processed/006pre_trial14.csv,9,5.496
../DATA/processed/022post_trial37.csv,8,5.5
../DATA/processed/008pre_trial52.csv,13,5.498
../DATA/processed/022pre_trial44.csv,3,5.498
../DATA/processed/002pre_trial44.csv,7,5.5
../DATA/processed/006pre_trial9.csv,8,5.49
../DATA/processed/004pre_trial47.csv,13,5.49
../DATA/processed/003pre_trial40.csv,2,5.5
../DATA/processed/013pre_trial51.csv,2,5.49
../DATA/processed/014post_trial17.csv,4,5.488
../DATA/processed/025pre_trial18.csv,7,5.486
../DATA/processed/005pre_trial35.csv,9,5.5
../DATA/processed/024post_trial17.csv,12,5.488
../DATA/processed/023post_trial20.csv,6,5.5
../DATA/processed/009post_trial27.csv,4,5.498
../DATA/processed/016pre_trial19.csv,5,5.5
../DATA/processed/009pre_trial8.csv,6,5.494
../DATA/processed/014pre_trial16.csv,2,5.494
../DATA/processed/002pre_trial38.csv,5,5.494
../DATA/processed/015post_trial2.csv,3,5.488
../DATA/processed/003pre_trial47.csv,3,5.5
../DATA/processed/003pre_trial25.csv,2,5.498
../DATA/processed/013pre_trial3.csv,4,5.49
../DATA/processed/006pre_trial44.csv,6,5.488
../DATA/processed/003post_trial10.csv,2,5.492
../DATA/processed/008pre_trial49.csv,18,5.498
../DATA/processed/009post_trial36.csv,11,5.49
../DATA/processed/002post_trial20.csv,11,5.486
../DATA/processed/019post_trial19.csv,9,5.49
../DATA/processed/009post_trial30.csv,5,5.5
../DATA/processed/007pre_trial45.csv,4,5.498
../DATA/processed/015post_trial25.csv,9,5.494
../DATA/processed/016pre_trial30.csv,5,5.492
../DATA/processed/008pre_trial4.csv,8,5.49
../DATA/processed/001pre_trial37.csv,7,5.5
../DATA/processed/024pre_trial37.csv,14,5.488
../DATA/processed/006post_trial20.csv,10,5.492
../DATA/processed/013pre_trial6.csv,3,5.498
../DATA/processed/025pre_trial15.csv,13,5.49
../DATA/processed/021pre_trial33.csv,6,5.496
../DATA/processed/013post_trial34.csv,2,5.496
../DATA/processed/009pre_trial41.csv,4,5.498
../DATA/processed/021post_trial52.csv,5,5.49
../DATA/processed/009pre_trial23.csv,6,5.496
../DATA/processed/021post_trial21.csv,10,5.488
../DATA/processed/016pre_trial2.csv,2,5.488
../DATA/processed/023post_trial1.csv,5,5.486
../DATA/processed/001post_trial17.csv,4,5.486
../DATA/processed/002post_trial40.csv,4,5.494
../DATA/processed/015pre_trial3.csv,5,5.498
../DATA/processed/008post_trial40.csv,8,5.488
../DATA/processed/004post_trial44.csv,7,5.49
../DATA/processed/026post_trial50.csv,3,5.498
../DATA/processed/009post_trial33.csv,10,5.494
../DATA/processed/024post_trial4.csv,11,5.5
../DATA/processed/019pre_trial50.csv,18,5.5
../DATA/processed/022post_trial34.csv,14,5.5
../DATA/processed/008post_trial33.csv,9,5.498
../DATA/processed/017pre_trial56.csv,3,5.49
../DATA/processed/015pre_trial35.csv,1,5.498
../DATA/processed/022pre_trial28.csv,7,5.502
../DATA/processed/014post_trial19.csv,7,5.498
../DATA/processed/009post_trial51.csv,7,5.49
../DATA/processed/026pre_trial41.csv,3,5.5
../DATA/processed/024post_trial35.csv,7,5.49
../DATA/processed/024pre_trial42.csv,22,5.498
../DATA/processed/017post_trial29.csv,5,5.492
../DATA/processed/015post_trial57.csv,11,5.5
../DATA/processed/002pre_trial11.csv,6,5.498
../DATA/processed/012post_trial49.csv,4,5.492
../DATA/processed/007pre_trial20.csv,4,5.498
../DATA/processed/015post_trial1.csv,4,5.496
../DATA/processed/023pre_trial58.csv,14,5.498
../DATA/processed/022post_trial1.csv,3,5.5
../DATA/processed/009pre_trial0.csv,3,5.488
../DATA/processed/007post_trial0.csv,3,5.488
../DATA/processed/016pre_trial43.csv,4,5.498
../DATA/processed/013pre_trial5.csv,5,5.498
../DATA/processed/023pre_trial1.csv,11,5.5
../DATA/processed/008post_trial29.csv,10,5.49
../DATA/processed/007pre_trial23.csv,11,5.5
../DATA/processed/008post_trial22.csv,6,5.488
../DATA/processed/006post_trial40.csv,14,5.496
../DATA/processed/006pre_trial37.csv,6,5.498
../DATA/processed/022post_trial28.csv,5,5.49
../DATA/processed/026post_trial17.csv,9,5.494
../DATA/processed/002pre_trial15.csv,7,5.49
../DATA/processed/016pre_trial53.csv,3,5.49
../DATA/processed/013post_trial35.csv,2,5.498
../DATA/processed/002pre_trial26.csv,5,5.488
../DATA/processed/024post_trial14.csv,9,5.49
../DATA/processed/008post_trial0.csv,6,5.49
../DATA/processed/026pre_trial35.csv,7,5.498
../DATA/processed/006post_trial14.csv,6,5.49
../DATA/processed/001post_trial4.csv,3,5.492
../DATA/processed/009pre_trial35.csv,6,5.49
../DATA/processed/008post_trial11.csv,6,5.498
../DATA/processed/007pre_trial4.csv,6,5.5
../DATA/processed/008pre_trial44.csv,10,5.498
../DATA/processed/019pre_trial16.csv,7,5.498
../DATA/processed/016pre_trial21.csv,4,5.492
../DATA/processed/022post_trial13.csv,5,5.498
../DATA/processed/026pre_trial58.csv,5,5.494
../DATA/processed/005pre_trial39.csv,12,5.498
../DATA/processed/026pre_trial14.csv,3,5.5
../DATA/processed/023post_trial38.csv,7,5.49
../DATA/processed/020post_trial50.csv,5,5.498
../DATA/processed/002pre_trial0.csv,7,5.49
../DATA/processed/015pre_trial14.csv,15,5.498
../DATA/processed/013post_trial53.csv,8,5.5
../DATA/processed/023pre_trial47.csv,7,5.498
../DATA/processed/024post_trial36.csv,15,5.496
../DATA/processed/002pre_trial4.csv,9,5.49
../DATA/processed/007pre_trial48.csv,5,5.5
../DATA/processed/020post_trial53.csv,6,5.5
../DATA/processed/012post_trial25.csv,4,5.496
../DATA/processed/008post_trial57.csv,4,5.488
../DATA/processed/003pre_trial56.csv,3,5.49
../DATA/processed/004post_trial52.csv,6,5.498
../DATA/processed/007pre_trial51.csv,3,5.49
../DATA/processed/019post_trial54.csv,9,5.488
../DATA/processed/016post_trial26.csv,2,5.5
../DATA/processed/003post_trial51.csv,4,5.492
../DATA/processed/009pre_trial27.csv,2,5.496
../DATA/processed/002pre_trial40.csv,6,5.496
../DATA/processed/015post_trial38.csv,3,5.494
../DATA/processed/008pre_trial46.csv,12,5.492
../DATA/processed/002pre_trial33.csv,8,5.494
../DATA/processed/020pre_trial38.csv,9,5.494
../DATA/processed/012post_trial22.csv,9,5.49
../DATA/processed/017pre_trial43.csv,8,5.498
../DATA/processed/016post_trial9.csv,2,5.496
../DATA/processed/005post_trial34.csv,11,5.498
../DATA/processed/003post_trial9.csv,4,5.498
../DATA/processed/003post_trial0.csv,0,5.5
../DATA/processed/001post_trial24.csv,2,5.494
../DATA/processed/002pre_trial51.csv,5,5.488
../DATA/processed/006post_trial36.csv,9,5.49
../DATA/processed/005post_trial20.csv,9,5.492
../DATA/processed/005post_trial33.csv,12,5.492
../DATA/processed/017pre_trial39.csv,0,5.492
../DATA/processed/014pre_trial31.csv,9,5.492
../DATA/processed/024post_trial55.csv,14,5.496
../DATA/processed/006pre_trial1.csv,5,5.488
../DATA/processed/002pre_trial2.csv,7,5.494
../DATA/processed/015pre_trial29.csv,9,5.5
../DATA/processed/007post_trial36.csv,6,5.494
../DATA/processed/001post_trial52.csv,4,5.5
../DATA/processed/003post_trial21.csv,4,5.494
../DATA/processed/002post_trial59.csv,11,5.496
../DATA/processed/017post_trial10.csv,2,5.498
../DATA/processed/008post_trial25.csv,3,5.502
../DATA/processed/014post_trial55.csv,5,5.49
../DATA/processed/023pre_trial26.csv,7,5.492
../DATA/processed/007post_trial54.csv,10,5.502
../DATA/processed/017post_trial20.csv,7,5.494
../DATA/processed/024pre_trial22.csv,23,5.494
../DATA/processed/003pre_trial19.csv,3,5.49
../DATA/processed/007pre_trial10.csv,8,5.496
../DATA/processed/004pre_trial11.csv,5,5.5
../DATA/processed/014pre_trial50.csv,10,5.498
../DATA/processed/005post_trial30.csv,19,5.5
../DATA/processed/024pre_trial21.csv,21,5.498
../DATA/processed/019pre_trial35.csv,17,5.492
../DATA/processed/009pre_trial50.csv,10,5.498
../DATA/processed/026pre_trial5.csv,5,5.494
../DATA/processed/014post_trial16.csv,5,5.498
../DATA/processed/014post_trial9.csv,7,5.494
../DATA/processed/020pre_trial39.csv,8,5.492
../DATA/processed/003post_trial57.csv,4,5.498
../DATA/processed/004pre_trial51.csv,6,5.49
../DATA/processed/006pre_trial45.csv,2,5.498
../DATA/processed/004pre_trial39.csv,0,5.49
../DATA/processed/014pre_trial15.csv,7,5.494
../DATA/processed/020pre_trial56.csv,13,5.498
../DATA/processed/016post_trial3.csv,2,5.486
../DATA/processed/004post_trial15.csv,6,5.494
../DATA/processed/001pre_trial12.csv,7,5.488
../DATA/processed/024post_trial9.csv,9,5.496
../DATA/processed/001post_trial8.csv,2,5.49
../DATA/processed/008pre_trial56.csv,9,5.502
../DATA/processed/023post_trial34.csv,7,5.5
../DATA/processed/016post_trial33.csv,2,5.494
../DATA/processed/001pre_trial26.csv,5,5.494
../DATA/processed/009pre_trial18.csv,8,5.5
../DATA/processed/017post_trial26.csv,15,5.496
../DATA/processed/001pre_trial21.csv,9,5.488
../DATA/processed/005pre_trial46.csv,16,5.496
../DATA/processed/013pre_trial42.csv,4,5.5
../DATA/processed/022post_trial18.csv,5,5.494
../DATA/processed/021post_trial15.csv,4,5.498
../DATA/processed/026pre_trial52.csv,9,5.5
../DATA/processed/006post_trial15.csv,8,5.492
../DATA/processed/006post_trial29.csv,1,5.5
../DATA/processed/003pre_trial1.csv,1,5.488
../DATA/processed/007post_trial29.csv,5,5.5
../DATA/processed/026post_trial7.csv,5,5.492
../DATA/processed/016pre_trial29.csv,5,5.488
../DATA/processed/014pre_trial9.csv,5,5.5
../DATA/processed/026pre_trial20.csv,11,5.49
../DATA/processed/023post_trial4.csv,9,5.496
../DATA/processed/017pre_trial23.csv,6,5.5
../DATA/processed/024pre_trial5.csv,5,5.488
../DATA/processed/017pre_trial5.csv,5,5.494
../DATA/processed/007pre_trial33.csv,9,5.494
../DATA/processed/006post_trial32.csv,14,5.49
../DATA/processed/020pre_trial6.csv,15,5.49
../DATA/processed/024post_trial28.csv,11,5.498
../DATA/processed/004pre_trial40.csv,10,5.496
../DATA/processed/003pre_trial38.csv,4,5.5
../DATA/processed/016pre_trial47.csv,3,5.494
../DATA/processed/006pre_trial29.csv,0,5.488
../DATA/processed/020pre_trial19.csv,10,5.5
../DATA/processed/022post_trial51.csv,7,5.494
../DATA/processed/025pre_trial42.csv,7,5.492
../DATA/processed/025post_trial30.csv,1,5.496
../DATA/processed/026post_trial24.csv,2,5.494
../DATA/processed/020pre_trial57.csv,6,5.498
../DATA/processed/024post_trial37.csv,13,5.49
../DATA/processed/004post_trial5.csv,1,5.496
../DATA/processed/004post_trial47.csv,4,5.5
../DATA/processed/007post_trial32.csv,4,5.5
../DATA/processed/019post_trial16.csv,4,5.496
../DATA/processed/024pre_trial8.csv,22,5.488
../DATA/processed/017pre_trial6.csv,5,5.5
../DATA/processed/015post_trial3.csv,11,5.49
../DATA/processed/012post_trial13.csv,11,5.498
../DATA/processed/014pre_trial27.csv,9,5.5
../DATA/processed/024pre_trial49.csv,17,5.498
../DATA/processed/022pre_trial40.csv,6,5.5
../DATA/processed/017post_trial23.csv,2,5.488
../DATA/processed/012post_trial18.csv,11,5.492
../DATA/processed/017post_trial25.csv,7,5.498
../DATA/processed/019pre_trial36.csv,19,5.498
../DATA/processed/008pre_trial10.csv,6,5.496
../DATA/processed/008post_trial51.csv,12,5.5
../DATA/processed/006pre_trial18.csv,6,5.49
../DATA/processed/007pre_trial54.csv,6,5.49
../DATA/processed/006pre_trial39.csv,6,5.5
../DATA/processed/022post_trial24.csv,6,5.498
../DATA/processed/012post_trial38.csv,4,5.488
../DATA/processed/021post_trial25.csv,2,5.494
../DATA/processed/003post_trial1.csv,2,5.5
../DATA/processed/020pre_trial50.csv,11,5.49
../DATA/processed/006post_trial59.csv,3,5.5
../DATA/processed/008post_trial21.csv,10,5.5
../DATA/processed/004pre_trial25.csv,6,5.488
../DATA/processed/007post_trial41.csv,2,5.496
../DATA/processed/008post_trial55.csv,7,5.498
../DATA/processed/005pre_trial11.csv,11,5.488
../DATA/processed/016pre_trial8.csv,5,5.49
../DATA/processed/012post_trial39.csv,8,5.494
../DATA/processed/006post_trial5.csv,7,5.492
../DATA/processed/008post_trial2.csv,9,5.488
../DATA/processed/024post_trial6.csv,14,5.498
../DATA/processed/017pre_trial25.csv,2,5.498
../DATA/processed/024pre_trial38.csv,16,5.49
../DATA/processed/007post_trial43.csv,6,5.49
../DATA/processed/016post_trial34.csv,3,5.5
../DATA/processed/009post_trial15.csv,3,5.488
../DATA/processed/022post_trial42.csv,9,5.486
../DATA/processed/001pre_trial31.csv,2,5.492
../DATA/processed/016post_trial52.csv,3,5.496
../DATA/processed/003pre_trial36.csv,2,5.492
../DATA/processed/019pre_trial24.csv,5,5.488
../DATA/processed/025pre_trial56.csv,11,5.498
../DATA/processed/005pre_trial42.csv,11,5.494
../DATA/processed/005post_trial45.csv,7,5.49
../DATA/processed/004pre_trial30.csv,5,5.496
../DATA/processed/009pre_trial58.csv,3,5.498
../DATA/processed/004post_trial29.csv,8,5.5
../DATA/processed/013pre_trial19.csv,6,5.5
../DATA/processed/022pre_trial6.csv,9,5.496
../DATA/processed/024post_trial40.csv,8,5.492
../DATA/processed/017post_trial31.csv,2,5.488
../DATA/processed/021post_trial24.csv,4,5.498
../DATA/processed/020post_trial31.csv,7,5.49
../DATA/processed/016pre_trial39.csv,4,5.488
../DATA/processed/017post_trial6.csv,6,5.496
../DATA/processed/021pre_trial39.csv,4,5.492
../DATA/processed/008post_trial35.csv,3,5.492
../DATA/processed/022post_trial41.csv,11,5.494
../DATA/processed/023post_trial33.csv,7,5.494
../DATA/processed/001post_trial13.csv,5,5.498
../DATA/processed/008post_trial24.csv,2,5.492
../DATA/processed/007pre_trial39.csv,7,5.488
../DATA/processed/004post_trial56.csv,10,5.498
../DATA/processed/016pre_trial28.csv,3,5.498
../DATA/processed/003pre_trial3.csv,2,5.498
../DATA/processed/016post_trial32.csv,3,5.494
../DATA/processed/021pre_trial30.csv,3,5.494
../DATA/processed/019pre_trial17.csv,5,5.49
../DATA/processed/006post_trial16.csv,6,5.49
../DATA/processed/025pre_trial39.csv,13,5.5
../DATA/processed/003pre_trial45.csv,2,5.502
../DATA/processed/005pre_trial43.csv,10,5.5
../DATA/processed/002post_trial13.csv,7,5.5
../DATA/processed/004pre_trial36.csv,9,5.498
../DATA/processed/017post_trial24.csv,5,5.494
../DATA/processed/003pre_trial49.csv,9,5.498
../DATA/processed/020post_trial18.csv,4,5.5
../DATA/processed/019post_trial7.csv,5,5.494
../DATA/processed/026post_trial37.csv,5,5.488
../DATA/processed/019post_trial39.csv,6,5.5
../DATA/processed/006post_trial46.csv,4,5.496
../DATA/processed/026post_trial35.csv,3,5.5
../DATA/processed/022post_trial32.csv,13,5.49
../DATA/processed/020pre_trial3.csv,10,5.496
../DATA/processed/009post_trial9.csv,5,5.49
../DATA/processed/023pre_trial14.csv,4,5.5
../DATA/processed/001post_trial43.csv,3,5.5
../DATA/processed/022post_trial57.csv,10,5.498
../DATA/processed/021post_trial46.csv,2,5.494
../DATA/processed/014post_trial3.csv,4,5.49
../DATA/processed/002post_trial15.csv,8,5.5
../DATA/processed/016pre_trial12.csv,5,5.5
../DATA/processed/023post_trial51.csv,11,5.492
../DATA/processed/023post_trial41.csv,9,5.49
../DATA/processed/008pre_trial15.csv,7,5.486
../DATA/processed/024pre_trial28.csv,13,5.5
../DATA/processed/014post_trial28.csv,8,5.49
../DATA/processed/005post_trial47.csv,14,5.494
../DATA/processed/014post_trial51.csv,5,5.5
../DATA/processed/020post_trial39.csv,4,5.5
../DATA/processed/016post_trial20.csv,1,5.49
../DATA/processed/001pre_trial50.csv,3,5.5
../DATA/processed/002pre_trial32.csv,9,5.498
../DATA/processed/008pre_trial36.csv,7,5.5
../DATA/processed/021pre_trial42.csv,10,5.494
../DATA/processed/017post_trial4.csv,3,5.5
../DATA/processed/005pre_trial30.csv,7,5.49
../DATA/processed/025pre_trial57.csv,11,5.494
../DATA/processed/013pre_trial15.csv,4,5.496
../DATA/processed/026pre_trial2.csv,11,5.488
../DATA/processed/021pre_trial36.csv,8,5.496
../DATA/processed/021post_trial32.csv,5,5.492
../DATA/processed/003post_trial49.csv,1,5.49
../DATA/processed/025pre_trial55.csv,10,5.492
../DATA/processed/021pre_trial0.csv,13,5.492
../DATA/processed/022post_trial27.csv,7,5.494
../DATA/processed/025post_trial59.csv,8,5.49
../DATA/processed/019pre_trial25.csv,7,5.492
../DATA/processed/006post_trial11.csv,6,5.488
../DATA/processed/021pre_trial29.csv,9,5.498
../DATA/processed/013pre_trial52.csv,2,5.498
../DATA/processed/019post_trial32.csv,8,5.5
../DATA/processed/012post_trial14.csv,4,5.498
../DATA/processed/024pre_trial26.csv,8,5.49
