,N,trial_length
../DATA/processed/013post_trial55.csv,3,5.498
../DATA/processed/022pre_trial12.csv,8,5.492
../DATA/processed/004post_trial37.csv,4,5.498
../DATA/processed/024post_trial29.csv,10,5.488
../DATA/processed/016pre_trial35.csv,1,5.49
../DATA/processed/015post_trial4.csv,5,5.5
../DATA/processed/004post_trial36.csv,3,5.488
../DATA/processed/023pre_trial53.csv,12,5.49
../DATA/processed/012post_trial29.csv,5,5.5
../DATA/processed/012post_trial47.csv,12,5.5
../DATA/processed/009post_trial18.csv,6,5.49
../DATA/processed/020pre_trial29.csv,8,5.492
../DATA/processed/006post_trial34.csv,3,5.496
../DATA/processed/007post_trial38.csv,7,5.496
../DATA/processed/007pre_trial0.csv,4,5.5
../DATA/processed/015pre_trial4.csv,6,5.492
../DATA/processed/003post_trial7.csv,2,5.496
../DATA/processed/025pre_trial27.csv,13,5.49
../DATA/processed/013pre_trial0.csv,2,5.5
../DATA/processed/008pre_trial48.csv,5,5.488
../DATA/processed/002post_trial51.csv,4,5.494
../DATA/processed/024pre_trial23.csv,19,5.5
../DATA/processed/004pre_trial6.csv,7,5.494
../DATA/processed/017pre_trial26.csv,7,5.502
../DATA/processed/003pre_trial29.csv,5,5.496
../DATA/processed/025pre_trial22.csv,13,5.5
../DATA/processed/026pre_trial28.csv,4,5.5
../DATA/processed/017post_trial12.csv,4,5.498
../DATA/processed/019post_trial21.csv,2,5.498
../DATA/processed/022post_trial17.csv,12,5.49
../DATA/processed/019pre_trial9.csv,4,5.494
../DATA/processed/001post_trial15.csv,4,5.5
../DATA/processed/008pre_trial0.csv,7,5.494
../DATA/processed/016post_trial23.csv,4,5.5
../DATA/processed/019post_trial42.csv,9,5.498
../DATA/processed/019pre_trial43.csv,12,5.5
../DATA/processed/015post_trial56.csv,8,5.492
../DATA/processed/007post_trial15.csv,6,5.494
../DATA/processed/025pre_trial13.csv,13,5.496
../DATA/processed/012post_trial42.csv,6,5.492
../DATA/processed/001pre_trial25.csv,8,5.498
../DATA/processed/002post_trial9.csv,7,5.498
../DATA/processed/002pre_trial8.csv,7,5.492
../DATA/processed/007post_trial59.csv,8,5.498
../DATA/processed/004pre_trial55.csv,16,5.494
../DATA/processed/025pre_trial47.csv,16,5.498
../DATA/processed/008pre_trial5.csv,2,5.486
../DATA/processed/001pre_trial39.csv,3,5.488
../DATA/processed/020post_trial49.csv,5,5.49
../DATA/processed/009pre_trial42.csv,12,5.492
../DATA/processed/008post_trial37.csv,6,5.49
../DATA/processed/021pre_trial34.csv,7,5.498
../DATA/processed/020pre_trial2.csv,8,5.488
../DATA/processed/009pre_trial3.csv,8,5.488
../DATA/processed/022post_trial12.csv,6,5.486
../DATA/processed/024post_trial59.csv,15,5.5
../DATA/processed/013pre_trial26.csv,5,5.5
../DATA/processed/013pre_trial38.csv,7,5.498
../DATA/processed/019pre_trial20.csv,5,5.49
../DATA/processed/005post_trial51.csv,10,5.49
../DATA/processed/008post_trial59.csv,6,5.5
../DATA/processed/025pre_trial12.csv,7,5.498
../DATA/processed/026post_trial38.csv,2,5.492
../DATA/processed/009pre_trial24.csv,3,5.498
../DATA/processed/015pre_trial42.csv,16,5.492
../DATA/processed/004post_trial31.csv,5,5.496
../DATA/processed/003pre_trial2.csv,5,5.5
../DATA/processed/017post_trial45.csv,5,5.498
../DATA/processed/017post_trial30.csv,1,5.5
../DATA/processed/016pre_trial57.csv,2,5.494
../DATA/processed/015post_trial49.csv,12,5.498
../DATA/processed/004pre_trial38.csv,7,5.49
../DATA/processed/023post_trial10.csv,12,5.496
../DATA/processed/009post_trial8.csv,3,5.488
../DATA/processed/020post_trial54.csv,8,5.494
../DATA/processed/017post_trial9.csv,6,5.492
../DATA/processed/022post_trial2.csv,8,5.49
../DATA/processed/015post_trial24.csv,2,5.488
../DATA/processed/001post_trial46.csv,3,5.5
../DATA/processed/006pre_trial11.csv,8,5.492
../DATA/processed/023pre_trial45.csv,8,5.488
../DATA/processed/026post_trial12.csv,3,5.5
../DATA/processed/019pre_trial28.csv,12,5.492
../DATA/processed/024post_trial43.csv,6,5.5
../DATA/processed/006post_trial33.csv,6,5.5
../DATA/processed/019post_trial4.csv,6,5.496
../DATA/processed/001pre_trial14.csv,5,5.496
../DATA/processed/001post_trial32.csv,5,5.494
../DATA/processed/017pre_trial28.csv,4,5.492
../DATA/processed/015post_trial40.csv,13,5.498
../DATA/processed/022post_trial54.csv,7,5.498
../DATA/processed/017pre_trial38.csv,4,5.494
../DATA/processed/022post_trial58.csv,7,5.492
../DATA/processed/015pre_trial57.csv,11,5.488
../DATA/processed/001post_trial1.csv,3,5.5
../DATA/processed/012post_trial55.csv,7,5.488
../DATA/processed/012post_trial3.csv,7,5.49
../DATA/processed/016pre_trial50.csv,6,5.486
../DATA/processed/025post_trial18.csv,5,5.492
../DATA/processed/013post_trial31.csv,3,5.498
../DATA/processed/014pre_trial59.csv,9,5.5
../DATA/processed/016post_trial29.csv,4,5.498
../DATA/processed/012post_trial19.csv,6,5.5
../DATA/processed/007pre_trial41.csv,6,5.496
../DATA/processed/007pre_trial14.csv,7,5.492
../DATA/processed/013pre_trial58.csv,4,5.498
../DATA/processed/009post_trial59.csv,12,5.5
../DATA/processed/007post_trial33.csv,4,5.498
../DATA/processed/007post_trial12.csv,9,5.5
../DATA/processed/004post_trial57.csv,3,5.498
../DATA/processed/019post_trial14.csv,4,5.49
../DATA/processed/022pre_trial39.csv,6,5.498
../DATA/processed/009post_trial22.csv,7,5.5
../DATA/processed/016post_trial12.csv,1,5.494
../DATA/processed/016post_trial22.csv,4,5.488
../DATA/processed/005post_trial54.csv,14,5.494
../DATA/processed/003pre_trial14.csv,4,5.488
../DATA/processed/005pre_trial53.csv,15,5.496
../DATA/processed/020pre_trial46.csv,9,5.498
../DATA/processed/016pre_trial26.csv,3,5.498
../DATA/processed/013pre_trial40.csv,8,5.498
../DATA/processed/022post_trial25.csv,10,5.496
../DATA/processed/025pre_trial43.csv,14,5.5
../DATA/processed/021pre_trial8.csv,7,5.488
../DATA/processed/009pre_trial40.csv,4,5.49
../DATA/processed/026pre_trial17.csv,4,5.5
../DATA/processed/021post_trial4.csv,7,5.496
../DATA/processed/014pre_trial48.csv,14,5.492
../DATA/processed/025post_trial28.csv,7,5.488
../DATA/processed/015pre_trial54.csv,2,5.488
../DATA/processed/024pre_trial47.csv,19,5.49
../DATA/processed/013pre_trial24.csv,6,5.498
../DATA/processed/008post_trial28.csv,4,5.498
../DATA/processed/021pre_trial2.csv,11,5.496
../DATA/processed/021pre_trial44.csv,6,5.492
../DATA/processed/024post_trial33.csv,6,5.5
../DATA/processed/019pre_trial38.csv,9,5.496
../DATA/processed/017post_trial43.csv,2,5.498
../DATA/processed/009post_trial20.csv,9,5.496
../DATA/processed/025pre_trial38.csv,22,5.49
../DATA/processed/014post_trial29.csv,5,5.488
../DATA/processed/015post_trial16.csv,9,5.5
../DATA/processed/024post_trial23.csv,14,5.492
../DATA/processed/019pre_trial49.csv,14,5.5
../DATA/processed/022post_trial14.csv,8,5.494
../DATA/processed/013pre_trial22.csv,3,5.494
../DATA/processed/014post_trial40.csv,5,5.492
../DATA/processed/003pre_trial5.csv,2,5.5
../DATA/processed/003pre_trial11.csv,5,5.494
../DATA/processed/020post_trial56.csv,11,5.498
../DATA/processed/022pre_trial31.csv,10,5.5
../DATA/processed/001post_trial39.csv,2,5.494
../DATA/processed/023pre_trial35.csv,10,5.498
../DATA/processed/016pre_trial9.csv,4,5.5
../DATA/processed/025post_trial51.csv,4,5.496
../DATA/processed/003post_trial48.csv,8,5.496
../DATA/processed/003pre_trial24.csv,2,5.49
../DATA/processed/016pre_trial13.csv,5,5.5
../DATA/processed/024post_trial15.csv,14,5.5
../DATA/processed/004post_trial2.csv,2,5.498
../DATA/processed/021pre_trial57.csv,8,5.498
../DATA/processed/021pre_trial18.csv,4,5.498
../DATA/processed/006pre_trial5.csv,7,5.494
../DATA/processed/001post_trial14.csv,2,5.494
../DATA/processed/015post_trial12.csv,1,5.5
../DATA/processed/023post_trial49.csv,5,5.494
../DATA/processed/012post_trial17.csv,5,5.494
../DATA/processed/022pre_trial27.csv,17,5.5
../DATA/processed/003post_trial41.csv,2,5.494
../DATA/processed/026post_trial59.csv,7,5.498
../DATA/processed/005post_trial31.csv,8,5.486
../DATA/processed/009post_trial17.csv,5,5.496
../DATA/processed/023post_trial40.csv,9,5.494
../DATA/processed/015pre_trial51.csv,2,5.498
../DATA/processed/016post_trial54.csv,2,5.498
../DATA/processed/021pre_trial45.csv,7,5.49
../DATA/processed/007post_trial50.csv,6,5.5
../DATA/processed/013post_trial33.csv,4,5.494
../DATA/processed/003post_trial39.csv,4,5.498
../DATA/processed/008pre_trial45.csv,13,5.494
../DATA/processed/007post_trial8.csv,3,5.498
../DATA/processed/024post_trial1.csv,8,5.49
../DATA/processed/005pre_trial40.csv,16,5.5
../DATA/processed/022pre_trial38.csv,12,5.488
../DATA/processed/021post_trial26.csv,9,5.5
../DATA/processed/013pre_trial33.csv,3,5.488
../DATA/processed/019post_trial43.csv,10,5.494
../DATA/processed/012post_trial48.csv,6,5.492
../DATA/processed/024pre_trial40.csv,13,5.5
../DATA/processed/003post_trial42.csv,2,5.49
../DATA/processed/009pre_trial21.csv,5,5.492
../DATA/processed/021post_trial53.csv,7,5.5
../DATA/processed/005pre_trial36.csv,12,5.5
../DATA/processed/006post_trial56.csv,8,5.5
../DATA/processed/012post_trial8.csv,4,5.496
../DATA/processed/003pre_trial42.csv,5,5.494
../DATA/processed/026pre_trial32.csv,6,5.5
../DATA/processed/017post_trial38.csv,2,5.494
../DATA/processed/004pre_trial37.csv,6,5.492
../DATA/processed/012post_trial12.csv,6,5.494
../DATA/processed/025post_trial35.csv,7,5.492
../DATA/processed/004pre_trial43.csv,9,5.494
../DATA/processed/005post_trial28.csv,11,5.502
../DATA/processed/003post_trial14.csv,4,5.496
../DATA/processed/003post_trial40.csv,2,5.492
../DATA/processed/017post_trial28.csv,6,5.492
../DATA/processed/023pre_trial56.csv,9,5.5
../DATA/processed/020post_trial42.csv,2,5.5
../DATA/processed/026post_trial2.csv,6,5.5
../DATA/processed/016pre_trial23.csv,3,5.498
../DATA/processed/006post_trial30.csv,11,5.488
../DATA/processed/006pre_trial46.csv,4,5.5
../DATA/processed/002pre_trial17.csv,8,5.5
../DATA/processed/021post_trial40.csv,8,5.498
../DATA/processed/007post_trial21.csv,4,5.5
../DATA/processed/004pre_trial8.csv,6,5.488
../DATA/processed/009pre_trial49.csv,10,5.498
../DATA/processed/003pre_trial46.csv,3,5.5
../DATA/processed/024pre_trial51.csv,12,5.49
../DATA/processed/007post_trial25.csv,2,5.492
../DATA/processed/017post_trial22.csv,8,5.492
../DATA/processed/021pre_trial27.csv,8,5.496
../DATA/processed/008pre_trial12.csv,9,5.494
../DATA/processed/008post_trial19.csv,2,5.498
../DATA/processed/023post_trial32.csv,8,5.498
../DATA/processed/012post_trial36.csv,12,5.5
../DATA/processed/002pre_trial46.csv,7,5.49
../DATA/processed/025pre_trial28.csv,12,5.5
../DATA/processed/013pre_trial8.csv,4,5.494
../DATA/processed/020pre_trial18.csv,10,5.496
../DATA/processed/022post_trial30.csv,4,5.494
../DATA/processed/021pre_trial17.csv,7,5.488
../DATA/processed/009post_trial38.csv,9,5.492
../DATA/processed/017pre_trial58.csv,11,5.5
../DATA/processed/017post_trial52.csv,1,5.5
../DATA/processed/008pre_trial33.csv,5,5.498
../DATA/processed/022post_trial29.csv,10,5.492
../DATA/processed/002pre_trial55.csv,4,5.496
../DATA/processed/023pre_trial51.csv,10,5.498
../DATA/processed/020post_trial41.csv,5,5.5
../DATA/processed/006post_trial49.csv,11,5.498
../DATA/processed/017pre_trial49.csv,1,5.5
../DATA/processed/001post_trial36.csv,7,5.488
../DATA/processed/005pre_trial37.csv,9,5.492
../DATA/processed/003pre_trial35.csv,2,5.5
../DATA/processed/007post_trial6.csv,9,5.496
../DATA/processed/025pre_trial58.csv,10,5.498
../DATA/processed/009post_trial0.csv,1,5.494
../DATA/processed/004post_trial50.csv,9,5.492
../DATA/processed/004pre_trial33.csv,8,5.498
../DATA/processed/009pre_trial38.csv,8,5.49
../DATA/processed/019post_trial1.csv,4,5.5
../DATA/processed/007post_trial9.csv,7,5.498
../DATA/processed/023post_trial35.csv,6,5.492
../DATA/processed/024pre_trial16.csv,13,5.5
../DATA/processed/023pre_trial8.csv,10,5.496
../DATA/processed/005pre_trial3.csv,4,5.49
../DATA/processed/024post_trial0.csv,10,5.502
../DATA/processed/021post_trial34.csv,9,5.492
../DATA/processed/008post_trial34.csv,10,5.496
../DATA/processed/024pre_trial50.csv,20,5.492
../DATA/processed/001pre_trial24.csv,3,5.498
../DATA/processed/021post_trial29.csv,7,5.494
../DATA/processed/006post_trial4.csv,1,5.492
../DATA/processed/002pre_trial36.csv,8,5.494
../DATA/processed/019pre_trial18.csv,11,5.49
../DATA/processed/007post_trial16.csv,4,5.49
../DATA/processed/005pre_trial59.csv,12,5.49
../DATA/processed/014pre_trial58.csv,7,5.49
../DATA/processed/019post_trial6.csv,5,5.498
../DATA/processed/020pre_trial51.csv,18,5.494
../DATA/processed/021pre_trial1.csv,6,5.494
../DATA/processed/014post_trial56.csv,6,5.492
../DATA/processed/019post_trial56.csv,3,5.488
../DATA/processed/003post_trial13.csv,1,5.49
../DATA/processed/013pre_trial28.csv,4,5.488
../DATA/processed/025post_trial48.csv,7,5.496
../DATA/processed/019pre_trial53.csv,15,5.496
../DATA/processed/001post_trial18.csv,3,5.5
../DATA/processed/026post_trial27.csv,4,5.498
../DATA/processed/005pre_trial0.csv,11,5.488
../DATA/processed/024post_trial38.csv,8,5.492
../DATA/processed/006pre_trial28.csv,8,5.498
../DATA/processed/025pre_trial4.csv,3,5.496
../DATA/processed/012post_trial52.csv,13,5.49
../DATA/processed/022post_trial46.csv,8,5.496
../DATA/processed/019pre_trial6.csv,7,5.5
../DATA/processed/013post_trial0.csv,3,5.5
../DATA/processed/012post_trial6.csv,3,5.49
../DATA/processed/004post_trial45.csv,3,5.5
../DATA/processed/016pre_trial11.csv,4,5.49
../DATA/processed/014pre_trial38.csv,22,5.492
../DATA/processed/026pre_trial55.csv,8,5.488
../DATA/processed/017pre_trial24.csv,3,5.492
../DATA/processed/017post_trial35.csv,5,5.49
../DATA/processed/016pre_trial6.csv,4,5.5
../DATA/processed/021post_trial17.csv,9,5.5
../DATA/processed/017pre_trial4.csv,2,5.488
../DATA/processed/007post_trial19.csv,3,5.488
../DATA/processed/002pre_trial24.csv,10,5.488
../DATA/processed/022post_trial8.csv,6,5.496
../DATA/processed/024post_trial57.csv,21,5.498
../DATA/processed/004pre_trial19.csv,0,5.5
../DATA/processed/017pre_trial35.csv,6,5.5
../DATA/processed/001post_trial42.csv,4,5.494
../DATA/processed/008pre_trial13.csv,13,5.492
../DATA/processed/001post_trial21.csv,4,5.494
../DATA/processed/005post_trial38.csv,21,5.498
../DATA/processed/026post_trial4.csv,3,5.498
../DATA/processed/008pre_trial9.csv,2,5.5
../DATA/processed/024post_trial16.csv,14,5.49
../DATA/processed/017pre_trial50.csv,6,5.494
../DATA/processed/002pre_trial23.csv,6,5.488
../DATA/processed/003post_trial5.csv,1,5.5
../DATA/processed/001pre_trial52.csv,6,5.498
../DATA/processed/026post_trial52.csv,7,5.488
../DATA/processed/008post_trial1.csv,8,5.488
../DATA/processed/004pre_trial48.csv,11,5.494
../DATA/processed/007post_trial39.csv,10,5.5
../DATA/processed/015post_trial30.csv,3,5.494
../DATA/processed/006pre_trial36.csv,5,5.5
../DATA/processed/014post_trial6.csv,4,5.49
../DATA/processed/009post_trial34.csv,11,5.5
../DATA/processed/016pre_trial59.csv,4,5.496
../DATA/processed/024pre_trial35.csv,21,5.494
../DATA/processed/008pre_trial39.csv,9,5.5
../DATA/processed/013post_trial48.csv,3,5.49
../DATA/processed/023pre_trial27.csv,9,5.5
../DATA/processed/016post_trial43.csv,3,5.5
../DATA/processed/016post_trial27.csv,4,5.498
../DATA/processed/014pre_trial23.csv,11,5.5
../DATA/processed/024pre_trial19.csv,7,5.492
../DATA/processed/019pre_trial47.csv,21,5.49
../DATA/processed/008post_trial6.csv,7,5.5
../DATA/processed/009pre_trial9.csv,7,5.5
../DATA/processed/017post_trial33.csv,2,5.492
../DATA/processed/023post_trial36.csv,6,5.488
../DATA/processed/017post_trial11.csv,5,5.488
../DATA/processed/004post_trial46.csv,7,5.492
../DATA/processed/016pre_trial16.csv,2,5.488
../DATA/processed/013pre_trial57.csv,3,5.488
../DATA/processed/025pre_trial20.csv,7,5.492
../DATA/processed/016post_trial14.csv,5,5.49
../DATA/processed/019post_trial33.csv,13,5.494
../DATA/processed/017post_trial1.csv,1,5.498
../DATA/processed/001post_trial22.csv,5,5.5
../DATA/processed/007post_trial14.csv,2,5.496
../DATA/processed/007post_trial31.csv,8,5.494
../DATA/processed/008post_trial27.csv,9,5.496
../DATA/processed/005pre_trial49.csv,5,5.496
../DATA/processed/009post_trial57.csv,10,5.486
../DATA/processed/014post_trial27.csv,6,5.5
../DATA/processed/023post_trial54.csv,7,5.492
../DATA/processed/017post_trial32.csv,4,5.492
../DATA/processed/015post_trial31.csv,6,5.498
../DATA/processed/026pre_trial45.csv,3,5.498
../DATA/processed/024pre_trial59.csv,24,5.502
../DATA/processed/007pre_trial17.csv,6,5.49
../DATA/processed/004pre_trial31.csv,11,5.496
../DATA/processed/001pre_trial9.csv,2,5.486
../DATA/processed/003post_trial58.csv,2,5.494
../DATA/processed/009pre_trial31.csv,5,5.492
../DATA/processed/013post_trial32.csv,2,5.49
../DATA/processed/006pre_trial16.csv,10,5.488
../DATA/processed/008pre_trial53.csv,17,5.492
../DATA/processed/009post_trial47.csv,11,5.494
../DATA/processed/005pre_trial10.csv,21,5.5
../DATA/processed/005pre_trial33.csv,5,5.5
../DATA/processed/015pre_trial30.csv,3,5.498
../DATA/processed/013post_trial49.csv,4,5.496
../DATA/processed/005post_trial16.csv,14,5.492
../DATA/processed/017pre_trial53.csv,2,5.498
../DATA/processed/021pre_trial50.csv,4,5.496
../DATA/processed/020pre_trial17.csv,20,5.5
../DATA/processed/003pre_trial34.csv,4,5.496
../DATA/processed/008post_trial8.csv,7,5.488
../DATA/processed/019post_trial46.csv,18,5.5
../DATA/processed/022pre_trial7.csv,11,5.496
../DATA/processed/021pre_trial38.csv,7,5.492
../DATA/processed/005pre_trial20.csv,15,5.49
../DATA/processed/007post_trial3.csv,5,5.5
../DATA/processed/004pre_trial28.csv,8,5.492
../DATA/processed/021post_trial36.csv,7,5.498
../DATA/processed/019pre_trial41.csv,16,5.49
../DATA/processed/022post_trial48.csv,7,5.496
../DATA/processed/026post_trial42.csv,3,5.496
../DATA/processed/003pre_trial26.csv,7,5.498
../DATA/processed/008post_trial56.csv,4,5.496
../DATA/processed/021post_trial44.csv,7,5.488
../DATA/processed/023post_trial57.csv,8,5.502
../DATA/processed/016pre_trial3.csv,4,5.5
../DATA/processed/023post_trial17.csv,8,5.498
../DATA/processed/002pre_trial34.csv,10,5.5
../DATA/processed/003post_trial18.csv,2,5.494
../DATA/processed/022post_trial59.csv,5,5.488
../DATA/processed/009pre_trial10.csv,6,5.488
../DATA/processed/020pre_trial59.csv,6,5.488
../DATA/processed/009post_trial48.csv,10,5.498
../DATA/processed/014post_trial31.csv,4,5.498
../DATA/processed/013pre_trial32.csv,4,5.49
../DATA/processed/005pre_trial5.csv,14,5.5
../DATA/processed/001pre_trial27.csv,9,5.494
../DATA/processed/004pre_trial17.csv,5,5.496
../DATA/processed/026pre_trial3.csv,11,5.5
../DATA/processed/017pre_trial47.csv,2,5.498
../DATA/processed/004post_trial25.csv,10,5.498
../DATA/processed/026post_trial10.csv,8,5.496
../DATA/processed/008pre_trial26.csv,7,5.502
../DATA/processed/026pre_trial12.csv,7,5.488
